merchant_id,merchant_name,merchant_tier,cuisine,city,behavior_class,bias_mean,bias_std,has_iot_beacon,avg_daily_orders,merchant_skill,predicted_behavior,mean_residual,std_residual,clean_count,cluster_id
M0158,South_Indian Mumbai #158 (MI),mid_independent,South_Indian,Mumbai,early_marker,-2.545,0.473,False,78,1.1762,early_marker,-2.735643564356436,1.5257525460189039,101,0
M0159,Burger Jaipur #159 (MI),mid_independent,Burger,Jaipur,accurate_marker,0.148,0.278,False,48,0.7611,accurate_marker,0.8928787878787878,2.927119752695481,66,0
M0160,Pizza Mumbai #160 (MI),mid_independent,Pizza,Mumbai,accurate_marker,0.183,0.234,False,48,1.2222,accurate_marker,-0.02616438356164384,2.42058741156918,73,0
M0161,Mughlai Bangalore #161 (MI),mid_independent,Mughlai,Bangalore,accurate_marker,0.326,0.19,False,66,1.0902,accurate_marker,-0.5522340425531914,3.6967012770484806,94,2
M0162,Biryani Pune #162 (MI),mid_independent,Biryani,Pune,late_marker,2.029,0.603,False,35,1.1787,late_marker,1.1421428571428571,3.8077812089446055,42,1
M0163,South_Indian Jaipur #163 (MI),mid_independent,South_Indian,Jaipur,accurate_marker,-0.188,0.196,False,53,0.8566,accurate_marker,0.18014285714285694,2.6807826527844396,70,0
M0164,Burger Bangalore #164 (MI),mid_independent,Burger,Bangalore,accurate_marker,0.364,0.242,False,65,0.8519,accurate_marker,0.5584615384615383,1.3318020270607216,104,0
M0165,Indian Bangalore #165 (MI),mid_independent,Indian,Bangalore,accurate_marker,0.03,0.105,False,63,0.7663,accurate_marker,-0.22409090909090915,2.235300199111137,88,0
M0166,Burger Surat #166 (MI),mid_independent,Burger,Surat,accurate_marker,-0.018,0.135,False,63,0.8738,accurate_marker,0.44965116279069745,2.2682076093766033,86,0
M0167,Biryani Hyderabad #167 (MI),mid_independent,Biryani,Hyderabad,early_marker,-2.371,0.463,False,27,0.9052,early_marker,-2.8769999999999993,2.022538643413906,40,0
M0168,Indian Delhi #168 (MI),mid_independent,Indian,Delhi,early_marker,-3.019,0.54,False,51,1.0785,early_marker,-3.0626470588235293,1.0954459565503738,68,0
M0169,Healthy Chennai #169 (MI),mid_independent,Healthy,Chennai,late_marker,4.035,0.824,False,31,1.2433,late_marker,4.096086956521739,1.534600169803008,46,1
M0170,Pizza Bangalore #170 (MI),mid_independent,Pizza,Bangalore,accurate_marker,0.202,0.268,True,79,0.7862,late_marker,1.142694610778443,4.615424041285308,167,2
M0171,Desserts Hyderabad #171 (MI),mid_independent,Desserts,Hyderabad,early_marker,-1.939,0.479,False,57,1.0338,early_marker,-1.462,2.4479293823289847,70,0
M0172,Thai Pune #172 (MI),mid_independent,Thai,Pune,early_marker,-3.581,0.352,False,22,1.1981,early_marker,-3.3640624999999997,0.4664060212013807,32,0
M0173,Burger Hyderabad #173 (MI),mid_independent,Burger,Hyderabad,accurate_marker,-0.201,0.381,False,47,1.1509,accurate_marker,0.12191176470588239,1.6920351230899358,68,0
M0174,Thai Mumbai #174 (MI),mid_independent,Thai,Mumbai,early_marker,-1.763,0.574,False,45,0.9905,early_marker,-1.3644615384615384,2.1465459396793367,65,0
M0175,Indian Bangalore #175 (MI),mid_independent,Indian,Bangalore,accurate_marker,0.225,0.278,False,44,1.1859,accurate_marker,-0.7830000000000003,4.062958052403841,60,0
M0176,Healthy Mumbai #176 (MI),mid_independent,Healthy,Mumbai,accurate_marker,-0.318,0.337,False,70,0.8308,accurate_marker,0.038962264150943546,2.037065550173902,106,0
M0177,Burger Bangalore #177 (MI),mid_independent,Burger,Bangalore,accurate_marker,0.042,0.248,False,70,1.0901,accurate_marker,0.13099999999999998,0.9654608842936739,90,0
M0178,Indian Bangalore #178 (MI),mid_independent,Indian,Bangalore,accurate_marker,-0.037,0.36,False,43,0.9627,accurate_marker,-0.2066666666666666,1.9272949024541215,66,0
M0179,Chinese Delhi #179 (MI),mid_independent,Chinese,Delhi,late_marker,1.64,0.907,False,55,0.7647,late_marker,1.4248101265822783,1.2032220213728848,79,1
M0180,Burger Delhi #180 (MI),mid_independent,Burger,Delhi,accurate_marker,0.293,0.297,False,77,1.2062,accurate_marker,0.42521739130434805,1.5597389738374194,92,0
M0181,Burger Mumbai #181 (MI),mid_independent,Burger,Mumbai,accurate_marker,0.233,0.139,False,67,1.0509,accurate_marker,0.24123809523809522,1.3280622778768374,105,0
M0182,Chinese Pune #182 (MI),mid_independent,Chinese,Pune,accurate_marker,-0.087,0.121,False,73,1.1854,accurate_marker,-0.5245454545454546,2.271137120891734,99,0
M0183,Pizza Delhi #183 (MI),mid_independent,Pizza,Delhi,accurate_marker,0.093,0.149,False,76,0.9495,accurate_marker,-0.07379629629629633,1.2271277288000189,108,0
M0184,Indian Kolkata #184 (MI),mid_independent,Indian,Kolkata,accurate_marker,0.099,0.219,False,50,0.868,accurate_marker,0.21828571428571414,0.8416374162147681,70,0
M0185,Indian Bangalore #185 (MI),mid_independent,Indian,Bangalore,accurate_marker,-0.163,0.349,False,39,1.0439,accurate_marker,-0.6969811320754716,3.217236980407053,53,0
M0186,Biryani Surat #186 (MI),mid_independent,Biryani,Surat,accurate_marker,-0.121,0.282,False,31,0.9873,accurate_marker,-0.3295348837209299,1.3554843686867626,43,0
M0187,Thai Kolkata #187 (MI),mid_independent,Thai,Kolkata,accurate_marker,0.368,0.162,False,69,1.2433,accurate_marker,-0.1562000000000002,2.5934832004682646,100,0
M0188,Biryani Bangalore #188 (MI),mid_independent,Biryani,Bangalore,early_marker,-2.4,0.412,False,78,0.9081,early_marker,-2.693490566037736,1.877672339412781,106,0
M0189,Indian Hyderabad #189 (MI),mid_independent,Indian,Hyderabad,early_marker,-1.533,0.783,True,53,0.9116,early_marker,-3.185,5.415078722428091,108,2
M0190,Pizza Jaipur #190 (MI),mid_independent,Pizza,Jaipur,accurate_marker,0.022,0.203,False,42,0.765,accurate_marker,0.04644067796610167,0.37826173529150314,59,0
M0191,South_Indian Mumbai #191 (MI),mid_independent,South_Indian,Mumbai,early_marker,-2.316,0.785,False,27,0.8281,early_marker,-1.8949999999999998,1.8061507814026188,32,0
M0192,Healthy Mumbai #192 (MI),mid_independent,Healthy,Mumbai,accurate_marker,0.162,0.394,False,49,0.9986,accurate_marker,0.5734545454545457,1.6420427862222444,55,0
M0193,Mughlai Pune #193 (MI),mid_independent,Mughlai,Pune,accurate_marker,-0.47,0.379,False,52,1.0503,early_marker,-1.110571428571429,2.579944323471986,70,0
M0194,Mughlai Surat #194 (MI),mid_independent,Mughlai,Surat,accurate_marker,0.077,0.205,False,25,0.9091,accurate_marker,-0.2545000000000001,1.7256183581396896,40,0
M0195,Healthy Ahmedabad #195 (MI),mid_independent,Healthy,Ahmedabad,accurate_marker,-0.41,0.187,False,53,0.9521,accurate_marker,0.05391891891891909,2.2612239488295844,74,0
M0196,Burger Mumbai #196 (MI),mid_independent,Burger,Mumbai,late_marker,4.168,0.858,False,30,0.9378,late_marker,4.332592592592593,1.5859753087435176,54,1
M0197,Burger Mumbai #197 (MI),mid_independent,Burger,Mumbai,accurate_marker,0.13,0.283,False,38,0.9443,accurate_marker,0.450377358490566,2.527300142188947,53,0
M0198,Biryani Delhi #198 (MI),mid_independent,Biryani,Delhi,accurate_marker,-0.273,0.122,False,65,1.0713,accurate_marker,-0.9369230769230771,2.5895360769869744,91,0
M0199,Pizza Chennai #199 (MI),mid_independent,Pizza,Chennai,accurate_marker,0.451,0.354,False,48,0.9206,accurate_marker,0.40705882352941186,0.866068589927089,68,0
M0200,Chinese Delhi #200 (MI),mid_independent,Chinese,Delhi,accurate_marker,0.034,0.282,False,25,1.1234,accurate_marker,-0.237,1.0515838628895247,30,0
M0201,Pizza Chennai #201 (MI),mid_independent,Pizza,Chennai,late_marker,3.008,0.928,False,34,0.8717,late_marker,3.161836734693878,0.8090006012291434,49,1
M0202,Indian Surat #202 (MI),mid_independent,Indian,Surat,late_marker,2.731,0.371,False,67,1.0115,late_marker,2.541190476190476,1.5576723480901207,84,1
M0203,Desserts Pune #203 (MI),mid_independent,Desserts,Pune,accurate_marker,0.081,0.127,False,21,0.8863,accurate_marker,0.3909090909090909,1.5893716597219396,33,0
M0204,Indian Delhi #204 (MI),mid_independent,Indian,Delhi,early_marker,-2.297,0.391,False,26,0.8976,early_marker,-2.311666666666667,0.33780307805025983,30,0
M0205,Indian Kolkata #205 (MI),mid_independent,Indian,Kolkata,late_marker,2.986,0.361,False,63,0.7717,late_marker,2.732528735632184,1.341562104406134,87,1
M0206,Healthy Pune #206 (MI),mid_independent,Healthy,Pune,accurate_marker,0.319,0.365,False,28,1.0733,accurate_marker,0.3465116279069768,0.687392878999825,43,0
M0207,Chinese Bangalore #207 (MI),mid_independent,Chinese,Bangalore,late_marker,4.195,0.69,False,23,0.8874,late_marker,4.1409677419354844,0.7103771525920093,31,1
M0208,Chinese Kolkata #208 (MI),mid_independent,Chinese,Kolkata,accurate_marker,-0.404,0.287,False,69,0.8265,accurate_marker,-0.17728155339805823,2.3082911913084265,103,0
M0209,Mughlai Mumbai #209 (MI),mid_independent,Mughlai,Mumbai,accurate_marker,0.035,0.154,False,54,1.0535,accurate_marker,-0.46120481927710794,2.36744814638677,83,0
M0210,Biryani Hyderabad #210 (MI),mid_independent,Biryani,Hyderabad,accurate_marker,0.094,0.249,False,54,1.0485,accurate_marker,-0.8632142857142853,3.9501215966381586,84,0
M0211,Chinese Pune #211 (MI),mid_independent,Chinese,Pune,accurate_marker,0.225,0.105,False,65,0.8021,accurate_marker,0.13527472527472525,1.8243058592604116,91,0
M0212,Pizza Chennai #212 (MI),mid_independent,Pizza,Chennai,accurate_marker,-0.421,0.126,False,22,0.9506,accurate_marker,-0.3118181818181817,0.8406496148168836,22,0
M0213,Chinese Delhi #213 (MI),mid_independent,Chinese,Delhi,accurate_marker,-0.058,0.35,False,63,0.8669,accurate_marker,-0.0688461538461539,1.3152215563386047,78,0
M0214,Desserts Hyderabad #214 (MI),mid_independent,Desserts,Hyderabad,accurate_marker,0.033,0.197,False,25,0.7762,accurate_marker,0.153,0.5282185415017225,30,0
M0215,Chinese Delhi #215 (MI),mid_independent,Chinese,Delhi,late_marker,3.062,0.533,False,77,1.2288,late_marker,2.19659793814433,3.948990347385735,97,1
M0216,South_Indian Bangalore #216 (MI),mid_independent,South_Indian,Bangalore,early_marker,-2.66,0.348,False,35,0.7506,early_marker,-2.2083333333333335,2.047121615969385,42,0
M0217,Healthy Mumbai #217 (MI),mid_independent,Healthy,Mumbai,accurate_marker,-0.117,0.136,False,73,1.2462,accurate_marker,-0.11902912621359223,2.3157184607243217,103,0
M0218,Pizza Surat #218 (MI),mid_independent,Pizza,Surat,late_marker,3.323,0.737,False,58,1.1823,late_marker,3.061014492753623,1.4531640376692185,69,1
M0219,Pizza Hyderabad #219 (MI),mid_independent,Pizza,Hyderabad,early_marker,-3.842,0.359,False,64,0.9301,early_marker,-3.6864516129032263,1.9363494593206834,93,0
M0220,Healthy Bangalore #220 (MI),mid_independent,Healthy,Bangalore,accurate_marker,-0.194,0.219,False,23,1.1867,accurate_marker,0.44636363636363646,2.905422429286389,44,0
M0221,Thai Bangalore #221 (MI),mid_independent,Thai,Bangalore,accurate_marker,0.067,0.217,False,68,0.8082,accurate_marker,0.39697916666666666,2.1807469120230913,96,0
M0222,Chinese Kolkata #222 (MI),mid_independent,Chinese,Kolkata,late_marker,4.538,0.864,False,71,1.1594,late_marker,3.7428,3.323422867399748,100,1
M0223,Indian Mumbai #223 (MI),mid_independent,Indian,Mumbai,early_marker,-3.441,0.779,False,29,1.1612,early_marker,-3.5370588235294114,0.8805300542687847,51,0
M0224,Mughlai Bangalore #224 (MI),mid_independent,Mughlai,Bangalore,late_marker,3.205,0.724,False,71,1.0013,late_marker,2.0357425742574256,4.180272322836076,101,1
M0225,Indian Delhi #225 (MI),mid_independent,Indian,Delhi,accurate_marker,-0.432,0.108,False,23,0.79,accurate_marker,-0.8461111111111111,2.60143177915303,36,0
M0226,Indian Chennai #226 (MI),mid_independent,Indian,Chennai,accurate_marker,0.436,0.363,False,25,0.7502,accurate_marker,0.4991428571428569,0.3848328241210829,35,0
M0227,Burger Bangalore #227 (MI),mid_independent,Burger,Bangalore,accurate_marker,-0.114,0.269,False,44,0.7791,accurate_marker,0.5841379310344825,3.0463426645346483,58,0
M0228,Indian Jaipur #228 (MI),mid_independent,Indian,Jaipur,accurate_marker,0.484,0.172,False,28,1.1413,accurate_marker,0.5897222222222225,0.6875650041418886,36,0
M0229,Indian Mumbai #229 (MI),mid_independent,Indian,Mumbai,accurate_marker,0.118,0.29,False,56,1.0576,accurate_marker,-0.11828571428571442,1.6223073311196479,70,0
M0230,Burger Mumbai #230 (MI),mid_independent,Burger,Mumbai,accurate_marker,-0.074,0.139,False,54,0.9339,accurate_marker,0.45096385542168665,3.129699048283074,83,0
M0231,Mughlai Delhi #231 (MI),mid_independent,Mughlai,Delhi,accurate_marker,0.269,0.103,False,46,0.9593,accurate_marker,-0.047142857142857195,1.858321934725223,84,0
M0232,Pizza Kolkata #232 (MI),mid_independent,Pizza,Kolkata,accurate_marker,-0.31,0.286,False,45,0.8706,accurate_marker,-0.5754716981132075,1.6363627184395835,53,0
M0233,Thai Jaipur #233 (MI),mid_independent,Thai,Jaipur,late_marker,3.207,0.377,False,40,1.1722,late_marker,2.707868852459017,2.8483352534150534,61,1
M0234,Pizza Bangalore #234 (MI),mid_independent,Pizza,Bangalore,early_marker,-3.188,0.669,False,60,1.057,early_marker,-3.08890243902439,0.8566227198665166,82,0
M0235,Chinese Kolkata #235 (MI),mid_independent,Chinese,Kolkata,late_marker,1.966,0.372,False,60,1.0941,late_marker,1.934242424242424,1.665053833112134,99,1
M0236,Biryani Delhi #236 (MI),mid_independent,Biryani,Delhi,late_marker,1.634,0.931,False,30,0.9977,late_marker,1.5595999999999999,1.112399429070295,50,1
M0237,Chinese Delhi #237 (MI),mid_independent,Chinese,Delhi,early_marker,-1.777,0.525,False,24,1.1187,early_marker,-1.7766666666666668,0.7139879983505453,42,0
M0238,Burger Hyderabad #238 (MI),mid_independent,Burger,Hyderabad,early_marker,-3.788,0.658,False,43,0.8027,early_marker,-3.6327868852459018,2.218058558850916,61,0
M0239,Pizza Bangalore #239 (MI),mid_independent,Pizza,Bangalore,accurate_marker,-0.038,0.397,False,38,1.0807,accurate_marker,0.46058823529411774,2.3207510954556985,51,0
M0240,Indian Mumbai #240 (MI),mid_independent,Indian,Mumbai,early_marker,-2.349,0.682,False,57,0.7913,early_marker,-2.0657647058823527,1.6627411221280617,85,0
M0241,Desserts Hyderabad #241 (MI),mid_independent,Desserts,Hyderabad,accurate_marker,-0.272,0.393,False,22,0.8107,accurate_marker,0.33969696969696966,2.707310109740484,33,0
M0242,Thai Pune #242 (MI),mid_independent,Thai,Pune,accurate_marker,0.03,0.113,False,40,0.8126,accurate_marker,-0.1482142857142859,0.9511545274375423,56,0
M0243,Indian Delhi #243 (MI),mid_independent,Indian,Delhi,accurate_marker,0.42,0.256,False,53,0.814,accurate_marker,0.4116417910447764,0.2688110579825787,67,0
M0244,Desserts Mumbai #244 (MI),mid_independent,Desserts,Mumbai,early_marker,-3.07,0.516,False,44,0.8318,early_marker,-2.121698113207547,4.110027014626292,53,0
M0245,Desserts Mumbai #245 (MI),mid_independent,Desserts,Mumbai,accurate_marker,-0.004,0.104,False,77,1.158,accurate_marker,-0.03764705882352939,0.47940766043665145,119,0
M0246,Mughlai Ahmedabad #246 (MI),mid_independent,Mughlai,Ahmedabad,late_marker,2.383,0.829,False,27,1.1241,late_marker,2.282285714285714,1.1201078879609183,35,1
M0247,Indian Hyderabad #247 (MI),mid_independent,Indian,Hyderabad,early_marker,-3.2,0.677,False,47,0.7716,early_marker,-2.6284745762711865,2.826884366076914,59,0
M0248,Indian Bangalore #248 (MI),mid_independent,Indian,Bangalore,accurate_marker,0.318,0.164,False,43,0.9212,accurate_marker,0.02295081967213118,1.578151180191867,61,0
M0249,South_Indian Delhi #249 (MI),mid_independent,South_Indian,Delhi,accurate_marker,0.112,0.132,False,49,1.1867,accurate_marker,-0.15682539682539692,1.6457960378048901,63,0
M0250,South_Indian Pune #250 (MI),mid_independent,South_Indian,Pune,early_marker,-2.846,0.305,False,24,1.1907,early_marker,-2.7991666666666664,0.604844135766752,36,0
M0251,Indian Mumbai #251 (MI),mid_independent,Indian,Mumbai,late_marker,3.801,0.518,False,65,1.058,late_marker,3.1440566037735853,3.274313822206006,106,1
M0252,Chinese Mumbai #252 (MI),mid_independent,Chinese,Mumbai,accurate_marker,0.054,0.102,False,73,1.1663,accurate_marker,-0.34793650793650793,2.152430929887533,126,0
M0253,South_Indian Bangalore #253 (MI),mid_independent,South_Indian,Bangalore,accurate_marker,0.178,0.327,False,25,1.1883,accurate_marker,-0.026923076923076827,2.3565683002718494,26,0
M0254,Chinese Jaipur #254 (MI),mid_independent,Chinese,Jaipur,accurate_marker,0.222,0.366,False,56,1.0815,accurate_marker,-0.015180722891566604,2.1480197127710747,83,0
M0255,Indian Bangalore #255 (MI),mid_independent,Indian,Bangalore,early_marker,-3.583,0.391,False,36,1.0441,early_marker,-3.673333333333334,1.5469658127465038,63,0
M0256,Burger Delhi #256 (MI),mid_independent,Burger,Delhi,early_marker,-2.55,0.581,False,43,1.0882,early_marker,-2.504655172413793,1.4796196945199716,58,0
M0257,Biryani Kolkata #257 (MI),mid_independent,Biryani,Kolkata,late_marker,3.244,0.354,False,64,1.123,late_marker,2.343838383838384,4.0773252304468155,99,1
M0258,Biryani Jaipur #258 (MI),mid_independent,Biryani,Jaipur,late_marker,3.321,0.561,False,68,0.967,late_marker,3.06875,2.4663172841193703,112,1
M0259,Biryani Bangalore #259 (MI),mid_independent,Biryani,Bangalore,accurate_marker,0.236,0.4,False,64,0.8367,accurate_marker,0.15426966292134842,0.8159836334706295,89,0
M0260,Pizza Pune #260 (MI),mid_independent,Pizza,Pune,early_marker,-2.285,0.796,False,58,1.0359,early_marker,-2.215052631578947,1.6401497555420672,95,0
M0261,Indian Hyderabad #261 (MI),mid_independent,Indian,Hyderabad,accurate_marker,-0.165,0.108,True,73,0.8865,early_marker,-2.2203267973856207,5.298758223234038,153,2
M0262,Biryani Hyderabad #262 (MI),mid_independent,Biryani,Hyderabad,late_marker,2.408,0.601,False,48,0.9809,late_marker,1.271304347826087,4.374124420970199,69,1
M0263,Chinese Delhi #263 (MI),mid_independent,Chinese,Delhi,late_marker,3.971,0.742,False,58,0.9982,late_marker,3.63030303030303,2.378516710887337,99,1
M0264,South_Indian Delhi #264 (MI),mid_independent,South_Indian,Delhi,accurate_marker,-0.341,0.283,False,50,1.2113,accurate_marker,-0.5819318181818184,1.4805768198360183,88,0
M0265,Indian Delhi #265 (MI),mid_independent,Indian,Delhi,accurate_marker,-0.455,0.111,False,74,1.2031,accurate_marker,-0.9131372549019607,2.840125147288707,102,0
M0266,Biryani Mumbai #266 (MI),mid_independent,Biryani,Mumbai,accurate_marker,-0.05,0.333,False,64,1.1765,accurate_marker,-0.9773255813953493,4.273832946835374,86,2
M0267,Burger Bangalore #267 (MI),mid_independent,Burger,Bangalore,accurate_marker,-0.154,0.195,False,25,1.1999,accurate_marker,-0.08525000000000023,1.5503001983900422,40,0
M0268,Burger Bangalore #268 (MI),mid_independent,Burger,Bangalore,late_marker,3.461,0.956,False,63,1.1439,late_marker,3.4134343434343437,1.5450607026026064,99,1
M0269,Pizza Pune #269 (MI),mid_independent,Pizza,Pune,late_marker,2.007,0.808,False,68,0.982,late_marker,1.8508000000000002,1.9868210637583694,100,1
M0270,Burger Jaipur #270 (MI),mid_independent,Burger,Jaipur,accurate_marker,-0.386,0.145,False,61,0.7944,accurate_marker,-0.16457831325301212,1.4553461588099834,83,0
M0271,Pizza Pune #271 (MI),mid_independent,Pizza,Pune,late_marker,2.296,0.583,False,58,1.1039,late_marker,2.325675675675676,0.5731864338008821,74,1
M0272,Indian Hyderabad #272 (MI),mid_independent,Indian,Hyderabad,accurate_marker,-0.015,0.15,False,67,0.858,accurate_marker,-0.14699999999999994,0.756148534390305,100,0
M0273,Mughlai Bangalore #273 (MI),mid_independent,Mughlai,Bangalore,accurate_marker,0.249,0.187,False,57,1.1532,accurate_marker,-0.07698795180722884,2.2672825331702544,83,0
M0274,Indian Delhi #274 (MI),mid_independent,Indian,Delhi,accurate_marker,-0.299,0.178,False,23,1.1284,accurate_marker,-0.809142857142857,3.0514108322588895,35,0
M0275,Biryani Hyderabad #275 (MI),mid_independent,Biryani,Hyderabad,late_marker,4.579,0.909,False,60,1.0301,late_marker,4.387625,1.154137569131606,80,1
M0276,Pizza Chennai #276 (MI),mid_independent,Pizza,Chennai,accurate_marker,-0.406,0.203,False,61,0.9989,accurate_marker,-0.43523255813953515,0.646319401542186,86,0
M0277,Burger Bangalore #277 (MI),mid_independent,Burger,Bangalore,late_marker,2.831,0.843,False,75,0.8434,late_marker,3.081590909090909,2.134750725098181,88,1
M0278,Chinese Bangalore #278 (MI),mid_independent,Chinese,Bangalore,accurate_marker,-0.224,0.194,False,34,1.2075,accurate_marker,-0.33320754716981144,1.7246758598300163,53,0
M0279,Indian Hyderabad #279 (MI),mid_independent,Indian,Hyderabad,accurate_marker,0.293,0.195,False,22,1.1986,accurate_marker,0.28533333333333283,0.15832601313991818,30,0
M0280,Pizza Bangalore #280 (MI),mid_independent,Pizza,Bangalore,accurate_marker,-0.467,0.209,False,67,0.8261,accurate_marker,-0.04164948453608254,1.809112167388313,97,0
M0281,Burger Delhi #281 (MI),mid_independent,Burger,Delhi,early_marker,-1.794,0.702,False,35,1.2442,accurate_marker,-0.9520000000000002,3.4334786128087926,40,0
M0282,Indian Delhi #282 (MI),mid_independent,Indian,Delhi,accurate_marker,-0.177,0.399,False,78,0.8311,accurate_marker,-0.39812499999999973,1.4839905500898265,128,0
M0283,Pizza Bangalore #283 (MI),mid_independent,Pizza,Bangalore,accurate_marker,0.219,0.367,False,24,1.2367,accurate_marker,0.1526190476190478,0.3697531115903933,42,0
M0284,Biryani Mumbai #284 (MI),mid_independent,Biryani,Mumbai,late_marker,1.888,0.832,False,21,1.1608,accurate_marker,0.5119999999999999,4.876158565196703,35,1
M0285,Chinese Delhi #285 (MI),mid_independent,Chinese,Delhi,accurate_marker,0.328,0.201,False,40,0.8065,accurate_marker,0.5495312500000002,0.9703941756579098,64,0
M0286,South_Indian Bangalore #286 (MI),mid_independent,South_Indian,Bangalore,accurate_marker,0.405,0.322,False,30,1.0756,accurate_marker,0.32763157894736866,0.5637683739944608,38,0
M0287,Chinese Pune #287 (MI),mid_independent,Chinese,Pune,late_marker,3.15,0.985,False,39,1.1196,late_marker,2.1717391304347826,3.2581776122024113,46,1
M0288,Biryani Bangalore #288 (MI),mid_independent,Biryani,Bangalore,early_marker,-2.296,0.384,False,20,1.1685,early_marker,-2.6840625,1.972396380000407,32,0
M0289,Burger Mumbai #289 (MI),mid_independent,Burger,Mumbai,accurate_marker,0.013,0.192,False,54,1.1316,accurate_marker,0.5787671232876712,2.4125217012296716,73,0
M0290,South_Indian Delhi #290 (MI),mid_independent,South_Indian,Delhi,late_marker,2.315,0.865,False,34,0.8801,late_marker,2.421836734693877,2.859195453174858,49,1
M0291,Burger Ahmedabad #291 (MI),mid_independent,Burger,Ahmedabad,accurate_marker,-0.389,0.234,False,55,0.9408,accurate_marker,-0.03246376811594198,2.79065267813669,69,0
M0292,Chinese Bangalore #292 (MI),mid_independent,Chinese,Bangalore,late_marker,3.177,0.313,False,33,1.209,late_marker,2.348135593220339,3.3939913816241294,59,1
M0293,Mughlai Mumbai #293 (MI),mid_independent,Mughlai,Mumbai,accurate_marker,0.411,0.326,False,39,1.2409,accurate_marker,-0.2893846153846158,3.672408472703523,65,0
M0294,Pizza Pune #294 (MI),mid_independent,Pizza,Pune,accurate_marker,0.033,0.291,False,75,1.1018,accurate_marker,-0.09592307692307694,1.345327657362651,130,0
M0295,Indian Hyderabad #295 (MI),mid_independent,Indian,Hyderabad,early_marker,-3.969,0.534,False,30,0.7871,early_marker,-3.6881578947368423,1.2547592754231038,38,0
M0296,South_Indian Mumbai #296 (MI),mid_independent,South_Indian,Mumbai,accurate_marker,-0.436,0.363,False,65,0.9202,accurate_marker,-0.2817346938775513,0.9433762852038188,98,0
M0297,Burger Jaipur #297 (MI),mid_independent,Burger,Jaipur,accurate_marker,0.338,0.186,False,30,1.2477,accurate_marker,0.27527777777777757,1.9117493650896382,36,0
M0298,Pizza Kolkata #298 (MI),mid_independent,Pizza,Kolkata,early_marker,-1.922,0.599,False,28,1.2048,early_marker,-2.068372093023256,0.8995234988130902,43,0
M0299,Mughlai Pune #299 (MI),mid_independent,Mughlai,Pune,late_marker,3.501,0.662,False,31,1.2053,late_marker,1.0562790697674413,7.014744343593718,43,1
M0300,Indian Delhi #300 (MI),mid_independent,Indian,Delhi,accurate_marker,-0.335,0.151,False,57,1.0458,accurate_marker,-0.6372619047619047,1.9201752876752523,84,0
M0301,Biryani Pune #301 (MI),mid_independent,Biryani,Pune,accurate_marker,-0.396,0.215,False,41,0.8813,accurate_marker,-0.9789393939393939,2.5507785410539205,66,0
M0302,Pizza Mumbai #302 (MI),mid_independent,Pizza,Mumbai,late_marker,2.441,0.585,False,37,0.9309,late_marker,2.1251162790697675,1.6415735367730084,43,1
M0303,Indian Delhi #303 (MI),mid_independent,Indian,Delhi,early_marker,-3.308,0.786,False,68,1.0613,early_marker,-3.744952380952381,2.3315293444966727,105,0
M0304,Chinese Delhi #304 (MI),mid_independent,Chinese,Delhi,accurate_marker,0.091,0.261,False,68,0.8595,accurate_marker,0.004375000000000018,1.775189722996271,96,0
M0305,Indian Bangalore #305 (MI),mid_independent,Indian,Bangalore,accurate_marker,0.303,0.272,False,62,0.7722,accurate_marker,0.08894117647058818,2.238810815041374,85,0
M0306,Thai Mumbai #306 (MI),mid_independent,Thai,Mumbai,accurate_marker,0.318,0.259,False,74,1.1871,accurate_marker,-0.5941666666666666,3.3394464295958324,96,2
M0307,South_Indian Hyderabad #307 (MI),mid_independent,South_Indian,Hyderabad,late_marker,1.96,0.492,False,63,1.1149,late_marker,1.7556989247311825,1.3263675451737102,93,1
M0308,Burger Ahmedabad #308 (MI),mid_independent,Burger,Ahmedabad,accurate_marker,0.175,0.189,False,47,1.1606,accurate_marker,0.3874418604651163,1.5618497224136376,86,0
M0309,Burger Bangalore #309 (MI),mid_independent,Burger,Bangalore,early_marker,-3.356,0.33,False,37,0.8783,early_marker,-2.35875,3.540733074538125,40,0
M0310,Thai Pune #310 (MI),mid_independent,Thai,Pune,accurate_marker,-0.408,0.279,False,68,0.7855,accurate_marker,-0.3231578947368423,1.4605473057216738,95,0
M0311,Chinese Bangalore #311 (MI),mid_independent,Chinese,Bangalore,late_marker,3.84,0.775,False,30,1.0493,late_marker,3.6511627906976742,2.203319151278821,43,1
M0312,Indian Hyderabad #312 (MI),mid_independent,Indian,Hyderabad,early_marker,-3.614,0.386,False,72,1.2012,early_marker,-4.051758241758241,2.422382478932027,91,0
M0313,Pizza Bangalore #313 (MI),mid_independent,Pizza,Bangalore,early_marker,-3.971,0.511,False,20,0.7922,early_marker,-3.7633333333333336,2.3755274717903743,27,0
M0314,Desserts Delhi #314 (MI),mid_independent,Desserts,Delhi,late_marker,2.256,0.627,False,57,1.1728,late_marker,2.513478260869565,2.6076013465652097,69,1
M0315,Chinese Pune #315 (MI),mid_independent,Chinese,Pune,accurate_marker,-0.225,0.192,False,79,0.8631,accurate_marker,-0.05046728971962594,1.1400723108294242,107,0
M0316,Chinese Delhi #316 (MI),mid_independent,Chinese,Delhi,accurate_marker,0.259,0.13,False,51,0.9356,accurate_marker,0.226842105263158,0.6415090761141591,76,0
